Team	Opponent	Game Site	Game Result	Team Score	Opponent Score	
East Tennessee State	North Carolina-Greensboro	H	W	86	83	3
East Tennessee State	Virginia Military Institute	H	W	88	51	37
East Tennessee State	Samford	@	W	81	77	4
East Tennessee State	Chattanooga	@	L	84	94	-10
East Tennessee State	Mercer	H	W	65	63	2
East Tennessee State	Citadel	H	W	101	92	9
East Tennessee State	Wofford	@	L	73	87	-14
East Tennessee State	Furman	@	L	70	74	-4
East Tennessee State	Virginia Military Institute	@	W	71	60	11
East Tennessee State	North Carolina-Greensboro	@	W	68	65	3
East Tennessee State	Samford	H	W	94	90	4
East Tennessee State	Chattanooga	H	L	68	76	-8
East Tennessee State	Western Carolina	H	W	83	77	6
East Tennessee State	Citadel	@	W	67	51	16
East Tennessee State	Mercer	@	W	77	74	3
East Tennessee State	Furman	H	W	80	75	5
East Tennessee State	Wofford	H	W	71	66	5
East Tennessee State	Mercer	N	W	81	65	16
East Tennessee State	Furman	N	W	84	76	8
East Tennessee State	Chattanooga	N	L	67	73	-6
Eastern Illinois	Indiana	@	L	49	88	-39
Eastern Illinois	Ball State	@	L	56	73	-17
Eastern Illinois	Western Illinois	H	L	63	83	-20
Eastern Illinois	Green Bay	H	L	72	81	-9
Eastern Illinois	Indiana State	H	W	68	62	6
Eastern Illinois	Northern Kentucky	H	W	79	73	6
Eastern Illinois	Marshall	@	L	76	82	-6
Eastern Illinois	Western Illinois	@	L	57	64	-7
Eastern Illinois	Houston	@	L	65	81	-16
Eastern Illinois	Nebraska-Omaha	N	L	68	80	-12
Eastern Illinois	North Carolina Central	N	L	52	57	-5
Eastern Illinois	Hannibal-LaGrange	H	W	78	53	25
Eastern Illinois	Tennessee Tech	@	L	84	94	-10
Eastern Illinois	Jacksonville State	@	W	75	64	11
Eastern Illinois	Tennessee State	H	L	61	66	-5
Eastern Illinois	Belmont	@	L	59	85	-26
Eastern Illinois	Eastern Kentucky	H	W	97	85	12
Eastern Illinois	Morehead State	H	W	84	82	2
Eastern Illinois	Murray State	@	L	58	68	-10
Eastern Illinois	Austin Peay	@	W	87	86	1
Eastern Illinois	Tennessee-Martin	H	W	82	74	8
Eastern Illinois	Southern Illinois-Edwardsville	@	W	60	46	14
Eastern Illinois	St. Ambrose	H	W	101	59	42
Eastern Illinois	Southeast Missouri State	H	W	78	69	9
Eastern Illinois	Austin Peay	H	L	70	79	-9
Eastern Illinois	Southern Illinois-Edwardsville	H	L	64	72	-8
Eastern Illinois	Tennessee-Martin	@	L	84	87	-3
Eastern Illinois	Southeast Missouri State	@	W	71	68	3
Eastern Illinois	Murray State	H	W	85	74	11
Eastern Illinois	Murray State	N	L	62	78	-16
Eastern Kentucky	Coppin State	H	W	107	80	27
Eastern Kentucky	North Carolina-Wilmington	@	L	59	78	-19
Eastern Kentucky	Ball State	H	W	89	81	8
Eastern Kentucky	South Carolina State	H	W	92	82	10
Eastern Kentucky	Longwood	H	W	110	97	13
Eastern Kentucky	Thomas More	H	W	101	67	34
Eastern Kentucky	Southern Utah	H	W	98	85	13
Eastern Kentucky	Western Kentucky	@	L	84	86	-2
Eastern Kentucky	Savannah State	@	W	74	71	3
Eastern Kentucky	Kentucky	@	L	67	88	-21
Eastern Kentucky	Marshall	@	L	72	96	-24
Eastern Kentucky	Florida Atlantic	H	W	80	73	7
Eastern Kentucky	East Tennessee State	@	L	81	87	-6
Eastern Kentucky	West Virginia	@	L	59	84	-25
Eastern Kentucky	Manhattan	H	W	76	64	12
Eastern Kentucky	Austin Peay	@	W	79	70	9
Eastern Kentucky	Tennessee-Martin	H	L	70	78	-8
Eastern Kentucky	Southeast Missouri State	H	W	88	69	19
Eastern Kentucky	Eastern Illinois	@	L	85	97	-12
Eastern Kentucky	Southern Illinois-Edwardsville	@	L	65	67	-2
Eastern Kentucky	Jacksonville State	H	W	91	88	3
Eastern Kentucky	Tennessee Tech	H	L	83	89	-6
Eastern Kentucky	Murray State	H	L	71	75	-4
Eastern Kentucky	Morehead State	H	L	67	70	-3
Eastern Kentucky	Tennessee State	@	W	97	81	16
Eastern Kentucky	Belmont	@	W	88	78	10
Eastern Kentucky	Morehead State	@	L	50	61	-11
Eastern Kentucky	Tennessee State	H	L	78	79	-1
Eastern Kentucky	Belmont	H	L	78	86	-8
Eastern Kentucky	Jacksonville State	@	W	76	54	22
Eastern Kentucky	Tennessee Tech	@	L	82	92	-10
Eastern Michigan	Vermont	H	W	70	50	20
Eastern Michigan	Oakland	@	L	81	91	-10
Eastern Michigan	Siena Heights	H	W	79	34	45
Eastern Michigan	Michigan State	@	L	65	89	-24
Eastern Michigan	Marygrove	H	W	108	64	44
Eastern Michigan	Madonna	H	W	79	63	16
Eastern Michigan	Nebraska-Omaha	@	W	80	73	7
Eastern Michigan	Penn State	@	L	70	81	-11
Eastern Michigan	Rochester (MI)	H	W	86	58	28
Eastern Michigan	Louisville	@	L	53	86	-33
Eastern Michigan	Coppin State	@	W	73	62	11
Eastern Michigan	Detroit Mercy	H	W	88	73	15
Eastern Michigan	North Florida	H	L	77	82	-5
Eastern Michigan	Central Michigan	@	W	99	80	19
Eastern Michigan	Northern Illinois	@	L	63	80	-17
Eastern Michigan	Buffalo	H	W	81	69	12
Eastern Michigan	Bowling Green State	H	L	79	84	-5
Eastern Michigan	Akron	@	L	88	92	-4
Eastern Michigan	Ball State	H	L	87	88	-1
Eastern Michigan	Kent State	@	L	58	73	-15
Eastern Michigan	Western Michigan	@	L	86	94	-8
Eastern Michigan	Miami (OH)	H	W	94	69	25
Eastern Michigan	Buffalo	@	L	70	80	-10
Eastern Michigan	Central Michigan	H	W	71	56	15
Eastern Michigan	Kent State	H	W	75	70	5
Eastern Michigan	Ohio	@	L	64	86	-22
Eastern Michigan	Toledo	H	W	91	85	6
Eastern Michigan	Western Michigan	H	W	73	62	11
Eastern Michigan	Ball State	@	L	79	115	-36
Eastern Michigan	Northern Illinois	H	W	75	71	4
Eastern Michigan	Toledo	@	W	79	75	4
Eastern Michigan	Toledo	H	W	69	60	9
Eastern Michigan	Akron	N	L	63	65	-2
Eastern Washington	Mississippi State	@	L	88	106	-18
Eastern Washington	George Fox	H	W	126	64	62
Eastern Washington	Seattle	H	W	76	70	6
Eastern Washington	Seattle	@	L	52	58	-6
Eastern Washington	Pacific	N	W	70	63	7
Eastern Washington	South Dakota	N	L	71	77	-6
Eastern Washington	San Francisco	@	W	81	77	4
Eastern Washington	Great Falls	H	W	104	64	40
Eastern Washington	Davidson	@	L	86	96	-10
Eastern Washington	Pittsburgh	@	L	51	84	-33
Eastern Washington	Western Carolina	@	L	80	97	-17
Eastern Washington	Denver	@	W	74	58	16
Eastern Washington	Northern Colorado	@	L	90	96	-6
Eastern Washington	North Dakota	@	L	71	79	-8
Eastern Washington	Idaho	H	W	74	60	14
Eastern Washington	Southern Utah	H	W	106	80	26
Eastern Washington	Northern Arizona	H	W	96	73	23
Eastern Washington	Montana State	@	L	71	85	-14
Eastern Washington	Montana	@	L	69	74	-5
Eastern Washington	Portland State	H	W	112	83	29
Eastern Washington	Sacramento State	H	W	74	67	7
Eastern Washington	Northern Arizona	@	W	84	73	11
Eastern Washington	Southern Utah	@	W	81	67	14
Eastern Washington	North Dakota	H	W	95	85	10
Eastern Washington	Northern Colorado	H	W	97	80	17
Eastern Washington	Sacramento State	@	W	93	88	5
Eastern Washington	Portland State	@	L	91	107	-16
Eastern Washington	Idaho	@	L	62	66	-4
Eastern Washington	Idaho State	H	L	71	75	-4
Eastern Washington	Weber State	H	L	77	79	-2
Eastern Washington	Northern Arizona	N	W	74	52	22
Eastern Washington	Idaho	N	L	73	77	-4
Elon	Charlotte	@	W	85	74	11
Elon	Michigan	@	L	68	88	-20
Elon	Belmont Abbey	H	W	84	57	27
Elon	Syracuse	@	L	55	66	-11
Elon	Mount St. Mary's	H	W	79	74	5
Elon	Texas A&M-Corpus Christi	H	L	81	85	-4
Elon	Kennesaw State	H	W	103	93	10
Elon	Florida International	@	W	77	71	6
Elon	Wesley	H	W	106	77	29
Elon	Alabama State	H	W	91	74	17
Elon	North Carolina-Greensboro	H	W	79	69	10
Elon	North Carolina-Asheville	@	W	86	81	5
Elon	Duke	@	L	66	105	-39
Elon	Northeastern	H	L	79	86	-7
Elon	Drexel	H	W	83	78	5
Elon	James Madison	@	W	79	73	6
Elon	Hofstra	H	L	76	80	-4
Elon	North Carolina-Wilmington	H	L	82	91	-9
Elon	College of Charleston	@	W	65	64	1
Elon	William & Mary	@	L	67	89	-22
Elon	James Madison	H	L	64	82	-18
Elon	Hofstra	@	L	64	66	-2
Elon	Northeastern	@	W	71	67	4
Elon	Delaware	H	W	83	56	27
Elon	Towson	H	L	77	81	-4
Elon	North Carolina-Wilmington	@	L	82	86	-4
Elon	College of Charleston	H	L	62	66	-4
Elon	Drexel	@	W	81	76	5
Elon	Towson	@	L	56	67	-11
Elon	William & Mary	H	L	65	75	-10
Elon	Delaware	@	W	77	59	18
Elon	Drexel	N	L	56	57	-1
Evansville	Southeast Missouri State	H	W	80	65	15
Evansville	Marian	H	W	84	59	25
Evansville	Belmont	H	W	93	88	5
Evansville	Providence	N	L	64	74	-10
Evansville	Santa Clara	N	W	69	57	12
Evansville	UC-Irvine	N	W	75	56	19
Evansville	Alabama State	H	W	88	56	32
Evansville	Murray State	@	W	85	81	4
Evansville	Arkansas	@	L	76	89	-13
Evansville	Mississippi Valley State	H	W	95	60	35
Evansville	Norfolk State	H	W	84	70	14
Evansville	Fresno State	@	W	85	77	8
Evansville	Alabama A&M	H	W	91	70	21
Evansville	Indiana State	H	W	70	62	8
Evansville	Missouri State	@	W	76	59	17
Evansville	Wichita State	@	L	64	67	-3
Evansville	Bradley	H	W	67	35	32
Evansville	Drake	H	W	84	65	19
Evansville	Illinois State	@	W	66	55	11
Evansville	Loyola (IL)	H	W	74	66	8
Evansville	Indiana State	@	L	65	82	-17
Evansville	Southern Illinois	@	W	85	78	7
Evansville	Wichita State	H	L	65	78	-13
Evansville	Northern Iowa	@	L	54	57	-3
Evansville	Missouri State	H	W	83	64	19
Evansville	Illinois State	H	L	60	70	-10
Evansville	Loyola (IL)	@	W	74	73	1
Evansville	Drake	@	W	80	74	6
Evansville	Southern Illinois	H	W	83	71	12
Evansville	Bradley	@	W	67	55	12
Evansville	Northern Iowa	H	L	52	54	-2
Evansville	Missouri State	N	W	66	56	10
Evansville	Indiana State	N	W	68	42	26
Evansville	Northern Iowa	N	L	54	56	-2
Fairfield	Yale	N	L	57	70	-13
Fairfield	North Carolina	@	L	65	92	-27
Fairfield	Northwestern	@	L	72	79	-7
Fairfield	Sacred Heart	H	W	83	79	4
Fairfield	Maryland-Eastern Shore	@	W	113	74	39
Fairfield	Columbia	H	W	82	81	1
Fairfield	Iona	@	L	77	101	-24
Fairfield	Rider	H	W	74	70	4
Fairfield	Wagner	H	L	64	76	-12
Fairfield	Loyola (MD)	H	W	94	88	6
Fairfield	Bucknell	@	W	101	91	10
Fairfield	Manhattan	@	L	66	72	-6
Fairfield	Dartmouth	H	W	97	85	12
Fairfield	Siena	@	L	76	91	-15
Fairfield	Rider	@	W	69	64	5
Fairfield	Monmouth	H	L	74	86	-12
Fairfield	Niagara	H	W	73	68	5
Fairfield	Saint Peter's	H	L	71	77	-6
Fairfield	Marist	@	W	88	76	12
Fairfield	Iona	H	W	98	91	7
Fairfield	Canisius	H	W	84	77	7
Fairfield	Quinnipiac	H	L	59	64	-5
Fairfield	Monmouth	@	L	67	91	-24
Fairfield	Manhattan	H	W	80	70	10
Fairfield	Quinnipiac	@	W	84	80	4
Fairfield	Marist	H	W	76	73	3
Fairfield	Canisius	@	W	74	71	3
Fairfield	Niagara	@	W	71	59	12
Fairfield	Siena	H	W	76	69	7
Fairfield	Saint Peter's	@	L	68	72	-4
Fairfield	Saint Peter's	N	W	64	55	9
Fairfield	Monmouth	N	L	63	76	-13
Fairleigh Dickinson	Villanova	@	L	54	91	-37
Fairleigh Dickinson	Fairleigh Dickinson-Florham	H	W	111	70	41
Fairleigh Dickinson	Army	H	L	85	96	-11
Fairleigh Dickinson	Fordham	@	L	62	85	-23
Fairleigh Dickinson	Delaware	@	L	72	73	-1
Fairleigh Dickinson	Saint Peter's	H	W	77	62	15
Fairleigh Dickinson	Princeton	@	L	61	91	-30
Fairleigh Dickinson	Temple	@	L	70	79	-9
Fairleigh Dickinson	Lafayette	@	W	91	89	2
Fairleigh Dickinson	Towson	H	W	69	68	1
Fairleigh Dickinson	Rutgers	@	L	64	72	-8
Fairleigh Dickinson	St. Francis (NY)	H	W	86	77	9
Fairleigh Dickinson	Bryant	H	L	80	85	-5
Fairleigh Dickinson	Sacred Heart	@	W	80	68	12
Fairleigh Dickinson	Central Connecticut State	H	W	92	73	19
Fairleigh Dickinson	Saint Francis (PA)	@	W	71	59	12
Fairleigh Dickinson	Robert Morris	@	L	58	64	-6
Fairleigh Dickinson	Long Island University	H	W	101	95	6
Fairleigh Dickinson	Mount St. Mary's	H	L	72	87	-15
Fairleigh Dickinson	Saint Francis (PA)	H	W	86	82	4
Fairleigh Dickinson	Long Island University	@	W	88	85	3
Fairleigh Dickinson	Wagner	@	W	82	79	3
Fairleigh Dickinson	St. Francis (NY)	@	L	71	85	-14
Fairleigh Dickinson	Bryant	@	W	91	77	14
Fairleigh Dickinson	Robert Morris	H	L	70	72	-2
Fairleigh Dickinson	Wagner	H	L	74	94	-20
Fairleigh Dickinson	Sacred Heart	H	L	86	91	-5
Fairleigh Dickinson	Mount St. Mary's	@	W	67	54	13
Fairleigh Dickinson	Central Connecticut State	@	W	81	75	6
Fairleigh Dickinson	Saint Francis (PA)	H	W	74	72	2
Fairleigh Dickinson	Mount St. Mary's	H	W	80	75	5
Fairleigh Dickinson	Wagner	@	W	87	79	8
Florida A&M	Johnson University	H	W	103	71	32
Florida A&M	Southern Illinois	@	L	51	81	-30
Florida A&M	Thomas University	H	W	70	68	2
Florida A&M	Houston	@	L	52	97	-45
Florida A&M	Texas-El Paso	@	L	54	72	-18
Florida A&M	Abilene Christian	N	L	62	72	-10
Florida A&M	Alcorn State	N	W	73	71	2
Florida A&M	Kennesaw State	@	L	41	61	-20
Florida A&M	South Carolina State	H	L	67	79	-12
Florida A&M	Samford	H	L	67	86	-19
Florida A&M	Southeastern Louisiana	H	W	67	64	3
Florida A&M	North Florida	@	L	70	87	-17
Florida A&M	Jacksonville	@	L	66	68	-2
Florida A&M	Florida International	@	L	45	65	-20
Florida A&M	Savannah State	H	W	61	58	3
Florida A&M	Norfolk State	@	L	56	77	-21
Florida A&M	Hampton	@	L	65	71	-6
Florida A&M	Morgan State	H	W	72	65	7
Florida A&M	Coppin State	H	L	66	70	-4
Florida A&M	Bethune-Cookman	@	L	56	88	-32
Florida A&M	North Carolina Central	H	L	63	81	-18
Florida A&M	Delaware State	H	W	96	95	1
Florida A&M	North Carolina A&T	@	L	68	75	-7
Florida A&M	North Carolina Central	@	L	74	79	-5
Florida A&M	Bethune-Cookman	H	L	54	55	-1
Florida A&M	Maryland-Eastern Shore	@	W	81	80	1
Florida A&M	Howard	@	L	53	63	-10
Florida A&M	North Carolina A&T	H	L	70	77	-7
Florida A&M	Savannah State	@	L	40	52	-12
Florida Atlantic	Michigan State	@	L	55	82	-27
Florida Atlantic	Warner Southern	H	L	72	75	-3
Florida Atlantic	Northeastern	N	L	58	60	-2
Florida Atlantic	Miami (OH)	@	W	75	69	6
Florida Atlantic	Lipscomb	N	L	65	79	-14
Florida Atlantic	East Carolina	@	L	48	74	-26
Florida Atlantic	Ave Maria	H	W	72	59	13
Florida Atlantic	Central Florida	@	L	61	75	-14
Florida Atlantic	Eastern Kentucky	@	L	73	80	-7
Florida Atlantic	Tennessee	@	L	62	81	-19
Florida Atlantic	Florida State	N	L	59	64	-5
Florida Atlantic	Hofstra	@	L	54	68	-14
Florida Atlantic	Tennessee-Martin	H	L	48	57	-9
Florida Atlantic	Florida International	@	L	59	76	-17
Florida Atlantic	Marshall	@	L	67	90	-23
Florida Atlantic	Western Kentucky	@	L	82	86	-4
Florida Atlantic	Southern Mississippi	H	W	58	51	7
Florida Atlantic	Louisiana Tech	H	W	63	61	2
Florida Atlantic	Texas-El Paso	@	L	56	71	-15
Florida Atlantic	Texas-San Antonio	@	W	86	71	15
Florida Atlantic	Old Dominion	H	L	66	78	-12
Florida Atlantic	Charlotte	H	W	82	77	5
Florida Atlantic	Middle Tennessee	@	L	73	85	-12
Florida Atlantic	Alabama-Birmingham	@	L	67	104	-37
Florida Atlantic	Texas-San Antonio	H	W	79	73	6
Florida Atlantic	Texas-El Paso	H	L	82	89	-7
Florida Atlantic	Rice	@	L	85	90	-5
Florida Atlantic	North Texas	@	L	62	70	-8
Florida Atlantic	Florida International	H	L	63	71	-8
Florida Atlantic	Middle Tennessee	H	L	59	76	-17
Florida Atlantic	Alabama-Birmingham	H	L	70	73	-3
Florida Atlantic	Texas-San Antonio	N	W	82	58	24
Florida Atlantic	Old Dominion	N	L	46	72	-26
Florida Gulf Coast	Ohio	@	L	75	85	-10
Florida Gulf Coast	Texas Wesleyan	H	W	85	62	23
Florida Gulf Coast	Youngstown State	H	W	104	101	3
Florida Gulf Coast	North Dakota	H	W	73	60	13
Florida Gulf Coast	Bowling Green State	H	L	77	82	-5
Florida Gulf Coast	Florida	@	L	50	70	-20
Florida Gulf Coast	Ave Maria	H	W	91	34	57
Florida Gulf Coast	Texas A&M	@	L	65	75	-10
Florida Gulf Coast	Florida International	@	W	84	76	8
Florida Gulf Coast	Massachusetts	H	W	77	76	1
Florida Gulf Coast	South Dakota State	H	L	52	56	-4
Florida Gulf Coast	Louisiana Tech	H	L	63	66	-3
Florida Gulf Coast	South Dakota	N	L	81	89	-8
Florida Gulf Coast	La Salle	H	W	86	77	9
Florida Gulf Coast	Eckerd	H	W	68	57	11
Florida Gulf Coast	Webber	H	W	104	59	45
Florida Gulf Coast	Stetson	H	W	82	53	29
Florida Gulf Coast	NJIT	H	W	82	78	4
Florida Gulf Coast	South Carolina Upstate	H	W	85	56	29
Florida Gulf Coast	Kennesaw State	@	W	79	74	5
Florida Gulf Coast	Lipscomb	@	L	75	91	-16
Florida Gulf Coast	Jacksonville	H	L	69	78	-9
Florida Gulf Coast	North Florida	@	L	76	82	-6
Florida Gulf Coast	Jacksonville	@	L	80	83	-3
Florida Gulf Coast	North Florida	H	W	81	65	16
Florida Gulf Coast	South Carolina Upstate	@	W	71	64	7
Florida Gulf Coast	NJIT	@	L	59	68	-9
Florida Gulf Coast	Lipscomb	H	W	82	67	15
Florida Gulf Coast	Kennesaw State	H	W	68	63	5
Florida Gulf Coast	Stetson	@	L	73	80	-7
Florida Gulf Coast	Kennesaw State	H	W	74	64	10
Florida Gulf Coast	North Florida	@	W	89	56	33
Florida Gulf Coast	Stetson	H	W	80	78	2
Florida International	Trinity Baptist	H	W	71	39	32
Florida International	Florida Memorial	H	W	67	51	16
Florida International	James Madison	@	L	61	64	-3
Florida International	Tennessee-Martin	N	W	69	62	7
Florida International	Oral Roberts	N	L	70	76	-6
Florida International	Long Island University	H	W	80	72	8
Florida International	Stetson	H	L	75	81	-6
Florida International	Elon	H	L	71	77	-6
Florida International	Florida Gulf Coast	H	L	76	84	-8
Florida International	North Florida	@	L	72	94	-22
Florida International	Northern Illinois	@	L	75	78	-3
Florida International	Binghamton	@	W	66	49	17
Florida International	Florida A&M	H	W	65	45	20
Florida International	Florida Atlantic	H	W	76	59	17
Florida International	Western Kentucky	@	W	75	72	3
Florida International	Marshall	@	L	81	99	-18
Florida International	Louisiana Tech	H	W	88	74	14
Florida International	Southern Mississippi	H	L	60	66	-6
Florida International	Texas-San Antonio	@	W	72	56	16
Florida International	Texas-El Paso	@	W	79	69	10
Florida International	Charlotte	H	L	69	72	-3
Florida International	Old Dominion	H	L	60	64	-4
Florida International	Alabama-Birmingham	@	L	69	74	-5
Florida International	Middle Tennessee	@	L	66	67	-1
Florida International	Texas-El Paso	H	L	74	84	-10
Florida International	Texas-San Antonio	H	W	79	65	14
Florida International	North Texas	@	L	75	77	-2
Florida International	Rice	@	L	70	86	-16
Florida International	Florida Atlantic	@	W	71	63	8
Florida International	Alabama-Birmingham	H	L	60	77	-17
Florida International	Middle Tennessee	H	L	58	61	-3
Florida International	Texas-El Paso	N	L	77	85	-8
Florida State	Nicholls State	H	W	109	62	47
Florida State	Jacksonville	H	W	98	79	19
Florida State	Hofstra	N	L	77	82	-5
Florida State	DePaul	N	W	83	67	16
Florida State	Ohio	N	W	90	81	9
Florida State	Iowa	@	L	75	78	-3
Florida State	Virginia Commonwealth	N	W	76	71	5
Florida State	Southeastern Louisiana	H	W	75	58	17
Florida State	Mississippi State	H	W	90	66	24
Florida State	Florida Atlantic	N	W	64	59	5
Florida State	Charleston Southern	H	W	75	64	11
Florida State	Florida	@	W	73	71	2
Florida State	Clemson	@	L	75	84	-9
Florida State	North Carolina	H	L	90	106	-16
Florida State	Miami (FL)	@	L	59	72	-13
Florida State	North Carolina State	@	W	85	78	7
Florida State	Virginia	H	W	69	62	7
Florida State	Louisville	@	L	65	84	-19
Florida State	Pittsburgh	H	L	72	74	-2
Florida State	Boston College	@	W	72	62	10
Florida State	Clemson	H	W	76	65	11
Florida State	North Carolina State	H	W	77	73	4
Florida State	Wake Forest	@	W	91	71	20
Florida State	Syracuse	@	L	72	85	-13
Florida State	Miami (FL)	H	L	65	67	-2
Florida State	Georgia Tech	H	L	80	86	-6
Florida State	Virginia Tech	@	L	73	83	-10
Florida State	Duke	@	L	65	80	-15
Florida State	Notre Dame	H	W	77	56	21
Florida State	Syracuse	H	W	78	73	5
Florida State	Boston College	N	W	88	66	22
Florida State	Virginia Tech	N	L	85	96	-11
Florida	Navy	@	W	59	41	18
Florida	North Carolina A&T	H	W	104	54	50
Florida	Saint Joseph's	N	W	74	63	11
Florida	Purdue	N	L	70	85	-15
Florida	Vermont	H	W	86	62	24
Florida	Florida Gulf Coast	H	W	70	50	20
Florida	Richmond	H	W	76	56	20
Florida	Miami (FL)	@	L	55	66	-11
Florida	Michigan State	@	L	52	58	-6
Florida	Oklahoma State	N	W	72	70	2
Florida	Jacksonville	H	W	89	65	24
Florida	Florida State	H	L	71	73	-2
Florida	Georgia	H	W	77	63	14
Florida	Tennessee	@	L	69	83	-14
Florida	Louisiana State	H	W	68	62	6
Florida	Texas A&M	@	L	68	71	-3
Florida	Mississippi	@	W	80	71	9
Florida	Mississippi State	H	W	81	78	3
Florida	Auburn	H	W	95	63	32
Florida	Vanderbilt	@	L	59	60	-1
Florida	West Virginia	H	W	88	71	17
Florida	Arkansas	H	W	87	83	4
Florida	Kentucky	@	L	61	80	-19
Florida	Mississippi	H	W	77	72	5
Florida	Alabama	H	L	55	61	-6
Florida	Georgia	@	W	57	53	4
Florida	South Carolina	@	L	69	73	-4
Florida	Vanderbilt	H	L	74	87	-13
Florida	Louisiana State	@	L	91	96	-5
Florida	Kentucky	H	L	79	88	-9
Florida	Missouri	@	W	82	72	10
Florida	Arkansas	N	W	68	61	7
Florida	Texas A&M	N	L	66	72	-6
Fordham	Texas-Arlington	@	L	72	77	-5
Fordham	Queens (NY)	H	W	76	57	19
Fordham	Fairleigh Dickinson	H	W	85	62	23
Fordham	Colgate	H	W	84	58	26
Fordham	Manhattan	H	W	87	64	23
Fordham	St. John's (NY)	H	W	73	57	16
Fordham	Central Connecticut State	H	W	86	54	32
Fordham	Long Island University	H	W	89	84	5
Fordham	Coppin State	H	W	92	55	37
Fordham	Maine	H	W	70	53	17
Fordham	Boston College	N	L	55	64	-9
Fordham	George Washington	@	L	63	69	-6
Fordham	La Salle	H	W	66	61	5
Fordham	Richmond	H	L	82	93	-11
Fordham	Virginia Commonwealth	@	L	54	88	-34
Fordham	Saint Joseph's	@	L	55	80	-25
Fordham	George Mason	H	W	73	62	11
Fordham	Dayton	H	L	50	64	-14
Fordham	Rhode Island	@	L	63	79	-16
Fordham	Massachusetts	@	W	78	72	6
Fordham	Saint Joseph's	H	L	60	82	-22
Fordham	St. Bonaventure	H	L	72	76	-4
Fordham	Richmond	@	L	67	71	-4
Fordham	Massachusetts	H	W	76	66	10
Fordham	Saint Louis	@	L	68	76	-8
Fordham	La Salle	@	W	56	53	3
Fordham	Davidson	H	W	91	82	9
Fordham	Duquesne	@	W	78	69	9
Fordham	Rhode Island	H	W	64	61	3
Fordham	Richmond	N	L	55	70	-15
Fresno State	Pepperdine	H	W	69	66	3
Fresno State	Lamar	H	W	80	72	8
Fresno State	San Francisco	H	W	78	71	7
Fresno State	Rice	@	W	82	65	17
Fresno State	Delaware State	H	W	80	59	21
Fresno State	Oregon	@	L	73	78	-5
Fresno State	Master's	H	W	84	72	12
Fresno State	Cal Poly	@	L	65	77	-12
Fresno State	Arizona	@	L	72	85	-13
Fresno State	Pacific	H	W	71	52	19
Fresno State	Cal State Bakersfield	H	W	76	68	8
Fresno State	Evansville	H	L	77	85	-8
Fresno State	Pacific Union	H	W	89	46	43
Fresno State	Nevada-Las Vegas	@	W	69	66	3
Fresno State	New Mexico	H	L	62	77	-15
Fresno State	Nevada	H	W	85	63	22
Fresno State	Boise State	@	L	70	81	-11
Fresno State	San Jose State	H	W	81	74	7
Fresno State	San Diego State	@	L	67	73	-6
Fresno State	Air Force	@	W	56	55	1
Fresno State	Wyoming	H	W	71	60	11
Fresno State	San Jose State	@	L	53	65	-12
Fresno State	Nevada-Las Vegas	H	W	111	104	7
Fresno State	San Diego State	H	W	58	57	1
Fresno State	Nevada	@	L	72	77	-5
Fresno State	Wyoming	@	W	79	75	4
Fresno State	Utah State	H	W	75	68	7
Fresno State	Air Force	H	W	64	63	1
Fresno State	New Mexico	@	W	92	82	10
Fresno State	Colorado State	H	W	87	73	14
Fresno State	Utah State	@	W	86	85	1
Fresno State	Nevada-Las Vegas	N	W	95	82	13
Fresno State	Colorado State	N	W	64	56	8
Furman	Presbyterian	H	W	63	53	10
Furman	Appalachian State	@	W	79	70	9
Furman	Charlotte	@	L	68	77	-9
Furman	Connecticut	@	L	58	83	-25
Furman	Texas A&M-Corpus Christi	N	L	69	73	-4
Furman	Mount St. Mary's	N	W	69	60	9
Furman	Piedmont	H	W	99	38	61
Furman	Liberty	H	W	79	56	23
Furman	Gardner-Webb	H	L	53	73	-20
Furman	Bluefield College (VA)	H	W	94	46	48
Furman	Dayton	@	L	50	70	-20
Furman	Navy	@	L	49	62	-13
Furman	North Carolina-Asheville	@	L	65	67	-2
Furman	Virginia Military Institute	H	W	85	57	28
Furman	North Carolina-Greensboro	@	L	66	67	-1
Furman	Chattanooga	H	W	70	55	15
Furman	Samford	H	W	77	57	20
Furman	Mercer	@	L	65	69	-4
Furman	Citadel	@	L	86	89	-3
Furman	Wofford	H	W	63	62	1
Furman	Virginia Military Institute	@	W	68	56	12
Furman	Western Carolina	H	W	62	60	2
Furman	East Tennessee State	H	W	74	70	4
Furman	Samford	@	W	67	65	2
Furman	Chattanooga	@	L	54	62	-8
Furman	North Carolina-Greensboro	H	W	79	72	7
Furman	Citadel	H	W	95	75	20
Furman	Mercer	H	W	85	74	11
Furman	Wofford	@	L	73	77	-4
Furman	East Tennessee State	@	L	75	80	-5
Furman	Western Carolina	@	L	62	73	-11
Furman	North Carolina-Greensboro	N	W	80	64	16
Furman	East Tennessee State	N	L	76	84	-8
Gardner-Webb	Iowa	@	L	59	76	-17
Gardner-Webb	Vanderbilt	@	L	62	98	-36
